
6.263885021209717['note_on', 48, 45.800000000000004, 6.263462581657918, 'accompaniment', 0]
46.11794352531433['note_on', 61, 45.800000000000004, 46.08285068206454, 'accompaniment', 162]
46.15750026702881['note_off', 62, 100, 46.083850682064536, 'accompaniment', 161]
46.27234768867493['note_on', 62, 45.800000000000004, 46.26849190432015, 'accompaniment', 163]
46.28387951850891['note_off', 61, 100, 46.26949190432015, 'accompaniment', 162]
46.46447563171387['note_on', 55, 45.800000000000004, 46.45413312657576, 'accompaniment', 164]
46.47700905799866['note_off', 62, 100, 46.45513312657576, 'accompaniment', 163]
47.30580687522888['note_on', 60, 45.800000000000004, 47.30276998073468, 'accompaniment', 165]
47.30580687522888['note_off', 62, 100, 47.299342862472535, 'accompaniment', 163]
47.321810483932495['note_off', 55, 100, 47.30376998073468, 'accompaniment', 164]
48.18216919898987['note_on', 59, 45.800000000000004, 48.181372259158, 'accompaniment', 166]
48.18316578865051['note_off', 60, 100, 48.182372259158, 'accompaniment', 165]
48.47120904922485['note_on', 62, 45.800000000000004, 48.465576024930634, 'accompaniment', 168]
48.59914040565491['note_off', 60, 100, 48.46657602493063, 'accompaniment', 167]
48.75809979438782['note_on', 60, 45.800000000000004, 48.7561570195218, 'accompaniment', 169]
48.7751247882843['note_off', 62, 100, 48.7571570195218, 'accompaniment', 168]
49.05236291885376['note_on', 59, 45.800000000000004, 49.04673801411297, 'accompaniment', 170]
49.09186863899231['note_off', 60, 100, 49.047738014112966, 'accompaniment', 169]
49.09186863899231['note_off', 59, 100, 49.06097453758129, 'accompaniment', 166]
49.33820056915283['note_on', 60, 45.800000000000004, 49.337319008704135, 'accompaniment', 171]
49.38271737098694['note_off', 59, 100, 49.33831900870413, 'accompaniment', 170]
49.566786766052246['note_on', 55, 45.800000000000004, 49.56329933677674, 'accompaniment', 172]
49.566786766052246['note_off', 60, 100, 49.564299336776735, 'accompaniment', 171]
49.60104942321777['note_on', 59, 45.800000000000004, 49.57475126627751, 'accompaniment', 173]
49.630345821380615['note_off', 55, 100, 49.57575126627751, 'accompaniment', 172]
49.89556312561035['note_on', 58, 45.800000000000004, 49.89251204710318, 'accompaniment', 174]
49.906238079071045['note_off', 59, 100, 49.89351204710318, 'accompaniment', 173]
50.21229290962219['note_on', 59, 45.800000000000004, 50.21027282792885, 'accompaniment', 175]
50.22254157066345['note_off', 58, 100, 50.211272827928845, 'accompaniment', 174]
50.534942388534546['note_on', 60, 45.800000000000004, 50.53431726542212, 'accompaniment', 176]
50.53593897819519['note_off', 59, 100, 50.535317265422115, 'accompaniment', 175]
50.81712365150452['note_on', 59, 45.800000000000004, 50.81613950896452, 'accompaniment', 177]
50.81812024116516['note_off', 60, 100, 50.817139508964516, 'accompaniment', 176]
51.151031494140625['note_on', 58, 45.800000000000004, 51.097961752506926, 'accompaniment', 178]
51.15606188774109['note_off', 59, 100, 51.09896175250692, 'accompaniment', 177]
51.4077033996582['note_on', 59, 45.800000000000004, 51.379783996049326, 'accompaniment', 179]
51.41922307014465['note_off', 58, 100, 51.380783996049324, 'accompaniment', 178]
51.56481409072876['note_on', 48, 45.800000000000004, 51.56472388778687, 'accompaniment', 180]
51.599690675735474['note_off', 59, 100, 51.565723887786866, 'accompaniment', 179]
51.755751848220825['note_on', 60, 45.800000000000004, 51.75568874018373, 'accompaniment', 181]
51.80140805244446['note_off', 48, 100, 51.756688740183726, 'accompaniment', 180]
52.03668785095215['note_on', 59, 45.800000000000004, 52.001579217419, 'accompaniment', 182]
52.03668785095215['note_off', 60, 100, 52.002579217419, 'accompaniment', 181]
52.250993728637695['note_on', 60, 45.800000000000004, 52.24746969465428, 'accompaniment', 183]
52.262028217315674['note_off', 59, 100, 52.248469694654275, 'accompaniment', 182]
52.44692873954773['note_on', 62, 45.800000000000004, 52.44630945922093, 'accompaniment', 184]
52.45779776573181['note_off', 60, 100, 52.447309459220925, 'accompaniment', 183]
52.666483640670776['note_on', 60, 45.800000000000004, 52.66533217978227, 'accompaniment', 185]
52.7343909740448['note_off', 62, 100, 52.666332179782266, 'accompaniment', 184]
52.884947061538696['note_on', 59, 45.800000000000004, 52.88435490034362, 'accompaniment', 186]
52.90792918205261['note_off', 60, 100, 52.885354900343614, 'accompaniment', 185]
53.10383605957031['note_on', 60, 45.800000000000004, 53.103377620904965, 'accompaniment', 187]
53.12084460258484['note_off', 59, 100, 53.10437762090496, 'accompaniment', 186]
53.26276707649231['note_on', 52, 45.800000000000004, 53.26181332145691, 'accompaniment', 188]
53.26376295089722['note_off', 60, 100, 53.26281332145691, 'accompaniment', 187]
53.45314335823059['note_on', 60, 45.800000000000004, 53.45043728710771, 'accompaniment', 189]
53.459131956100464['note_off', 52, 100, 53.45143728710771, 'accompaniment', 188]
53.68453598022461['note_on', 59, 45.800000000000004, 53.64585978418466, 'accompaniment', 190]
53.74620008468628['note_off', 60, 100, 53.646859784184656, 'accompaniment', 189]
53.89575743675232['note_on', 60, 45.800000000000004, 53.841282281261606, 'accompaniment', 191]
53.901249408721924['note_off', 59, 100, 53.8422822812616, 'accompaniment', 190]
54.037450551986694['note_on', 62, 45.800000000000004, 54.03670477833855, 'accompaniment', 192]
54.05448269844055['note_off', 60, 100, 54.03770477833855, 'accompaniment', 191]
54.26923179626465['note_on', 60, 45.800000000000004, 54.2251553210972, 'accompaniment', 193]
54.281230211257935['note_off', 62, 100, 54.226155321097195, 'accompaniment', 192]
54.4268114566803['note_on', 59, 45.800000000000004, 54.4189199828099, 'accompaniment', 194]
54.4268114566803['note_off', 60, 100, 54.4199199828099, 'accompaniment', 193]
54.64105248451233['note_on', 60, 45.800000000000004, 54.61268464452261, 'accompaniment', 195]
54.65853548049927['note_off', 59, 100, 54.61368464452261, 'accompaniment', 194]
54.80905795097351['note_on', 53, 45.800000000000004, 54.80644930623532, 'accompaniment', 196]
54.80905795097351['note_off', 60, 100, 54.80744930623532, 'accompaniment', 195]
54.87122392654419['note_off', 60, 100, 54.86916660438538, 'accompaniment', 195]
55.069278717041016['note_on', 60, 45.800000000000004, 55.00697519703843, 'accompaniment', 197]
55.09204649925232['note_off', 53, 100, 55.00797519703843, 'accompaniment', 196]
55.219329595565796['note_on', 59, 45.800000000000004, 55.205072695860785, 'accompaniment', 198]
55.22941708564758['note_off', 60, 100, 55.20607269586078, 'accompaniment', 197]
55.403690576553345['note_on', 60, 45.800000000000004, 55.403170194683135, 'accompaniment', 199]
55.40468740463257['note_off', 59, 100, 55.40417019468313, 'accompaniment', 198]
55.60310959815979['note_on', 62, 45.800000000000004, 55.60126769350549, 'accompaniment', 200]
55.6090989112854['note_off', 60, 100, 55.60226769350549, 'accompaniment', 199]
55.74031901359558['note_off', 60, 100, 55.74021743904114, 'accompaniment', 199]
55.8577196598053['note_on', 60, 45.800000000000004, 55.85264825179937, 'accompaniment', 201]
55.87495398521423['note_off', 62, 100, 55.85364825179937, 'accompaniment', 200]
56.07230615615845['note_on', 59, 45.800000000000004, 56.07136588562358, 'accompaniment', 202]
56.07330870628357['note_off', 60, 100, 56.072365885623576, 'accompaniment', 201]
56.291043281555176['note_on', 60, 45.800000000000004, 56.290083519447776, 'accompaniment', 203]
56.30705451965332['note_off', 59, 100, 56.291083519447774, 'accompaniment', 202]
56.516302824020386['note_on', 48, 45.800000000000004, 56.508801153271975, 'accompaniment', 204]
56.534847021102905['note_off', 60, 100, 56.50980115327197, 'accompaniment', 203]
56.752174615859985['note_on', 60, 45.800000000000004, 56.724642342268204, 'accompaniment', 205]
56.786028146743774['note_off', 48, 100, 56.7256423422682, 'accompaniment', 204]
56.94411826133728['note_on', 59, 45.800000000000004, 56.9381066015664, 'accompaniment', 206]
56.97238254547119['note_off', 60, 100, 56.9391066015664, 'accompaniment', 205]
57.190993309020996['note_on', 60, 45.800000000000004, 57.15157086086461, 'accompaniment', 207]
57.196022033691406['note_off', 59, 100, 57.15257086086461, 'accompaniment', 206]
57.386390209198['note_on', 49, 45.800000000000004, 57.36503512016281, 'accompaniment', 208]
57.41494131088257['note_off', 60, 100, 57.366035120162806, 'accompaniment', 207]
57.5722975730896['note_on', 61, 45.800000000000004, 57.56912405059167, 'accompaniment', 209]
57.62974166870117['note_off', 49, 100, 57.570124050591666, 'accompaniment', 208]
57.78216886520386['note_on', 59, 45.800000000000004, 57.78065694686696, 'accompaniment', 210]
57.798638582229614['note_off', 61, 100, 57.78165694686696, 'accompaniment', 209]
58.00200009346008['note_on', 61, 45.800000000000004, 57.992189843142256, 'accompaniment', 211]
58.077269077301025['note_off', 59, 100, 57.993189843142254, 'accompaniment', 210]
58.207706689834595['note_on', 50, 45.800000000000004, 58.20372273941755, 'accompaniment', 212]
58.23564028739929['note_off', 61, 100, 58.20472273941755, 'accompaniment', 211]
58.498058557510376['note_off', 61, 100, 58.4692149079895, 'accompaniment', 211]
58.60497808456421['note_on', 62, 45.800000000000004, 58.56095257333497, 'accompaniment', 213]
58.60497808456421['note_off', 50, 100, 58.56195257333497, 'accompaniment', 212]
58.842262983322144['note_on', 61, 45.800000000000004, 58.84058355123294, 'accompaniment', 214]
58.85777950286865['note_off', 62, 100, 58.84158355123294, 'accompaniment', 213]
59.13014793395996['note_on', 62, 45.800000000000004, 59.120214529130905, 'accompaniment', 215]
59.14617586135864['note_off', 61, 100, 59.1212145291309, 'accompaniment', 214]
59.39371871948242['note_on', 47, 45.800000000000004, 59.387913305093086, 'accompaniment', 216]
59.39969563484192['note_off', 62, 100, 59.388913305093084, 'accompaniment', 215]
59.63995695114136['note_on', 59, 45.800000000000004, 59.63933905782215, 'accompaniment', 217]
59.64095377922058['note_off', 47, 100, 59.640339057822146, 'accompaniment', 216]
59.929603576660156['note_on', 58, 45.800000000000004, 59.89076481055121, 'accompaniment', 218]
59.935142993927['note_off', 59, 100, 59.89176481055121, 'accompaniment', 217]
60.17799472808838['note_on', 59, 45.800000000000004, 60.14219056328029, 'accompaniment', 219]
60.17799472808838['note_off', 58, 100, 60.143190563280285, 'accompaniment', 218]
60.223531007766724['note_on', 48, 45.800000000000004, 60.187916488536146, 'accompaniment', 220]
60.223531007766724['note_off', 59, 100, 60.188916488536144, 'accompaniment', 219]
60.40094876289368['note_on', 60, 45.800000000000004, 60.36880734137909, 'accompaniment', 221]
60.40094876289368['note_off', 48, 100, 60.36980734137909, 'accompaniment', 220]
60.55025267601013['note_on', 59, 45.800000000000004, 60.54969819422203, 'accompaniment', 222]
60.551249504089355['note_off', 60, 100, 60.55069819422203, 'accompaniment', 221]
60.761162757873535['note_on', 60, 45.800000000000004, 60.730589047064974, 'accompaniment', 223]
60.801188230514526['note_off', 59, 100, 60.73158904706497, 'accompaniment', 222]
60.93231225013733['note_on', 45, 45.800000000000004, 60.91147989990792, 'accompaniment', 224]
60.938286542892456['note_off', 60, 100, 60.912479899907915, 'accompaniment', 223]
61.04476761817932['note_on', 57, 45.800000000000004, 61.04362381407549, 'accompaniment', 225]
61.061787843704224['note_off', 45, 100, 61.044623814075486, 'accompaniment', 224]
61.23611927032471['note_on', 56, 45.800000000000004, 61.22218500156539, 'accompaniment', 226]
61.24160313606262['note_off', 57, 100, 61.22318500156539, 'accompaniment', 225]
61.405661821365356['note_on', 57, 45.800000000000004, 61.400746189055305, 'accompaniment', 227]
61.41115188598633['note_off', 56, 100, 61.4017461890553, 'accompaniment', 226]
61.58607769012451['note_on', 41, 45.800000000000004, 61.57930737654521, 'accompaniment', 228]
61.59110999107361['note_off', 57, 100, 61.58030737654521, 'accompaniment', 227]
61.66596269607544['note_off', 57, 100, 61.661979190216066, 'accompaniment', 227]
61.80105948448181['note_on', 53, 45.800000000000004, 61.797711459068374, 'accompaniment', 229]
61.818087339401245['note_off', 41, 100, 61.79871145906837, 'accompaniment', 228]
61.98674821853638['note_on', 52, 45.800000000000004, 61.985993025558486, 'accompaniment', 230]
61.9877450466156['note_off', 53, 100, 61.98699302555848, 'accompaniment', 229]
62.17504000663757['note_on', 53, 45.800000000000004, 62.1742745920486, 'accompaniment', 231]
62.17603659629822['note_off', 52, 100, 62.175274592048595, 'accompaniment', 230]
62.3701286315918['note_on', 43, 45.800000000000004, 62.3625561585387, 'accompaniment', 232]
62.3757004737854['note_off', 53, 100, 62.3635561585387, 'accompaniment', 231]
62.53935480117798['note_off', 53, 100, 62.5246405519104, 'accompaniment', 231]
62.604729413986206['note_on', 55, 45.800000000000004, 62.603999097805165, 'accompaniment', 233]
62.627668380737305['note_off', 43, 100, 62.60499909780516, 'accompaniment', 232]
62.85372543334961['note_on', 54, 45.800000000000004, 62.815256455463256, 'accompaniment', 234]
62.86525082588196['note_off', 55, 100, 62.816256455463254, 'accompaniment', 233]
63.02663254737854['note_on', 55, 45.800000000000004, 63.02651381312135, 'accompaniment', 235]
63.0276300907135['note_off', 54, 100, 63.027513813121345, 'accompaniment', 234]
63.26116895675659['note_on', 60, 45.800000000000004, 63.22935458300545, 'accompaniment', 236]
63.27818727493286['note_off', 55, 100, 63.23035458300545, 'accompaniment', 235]
64.04633712768555['note_on', 48, 45.800000000000004, 64.03168406104837, 'accompaniment', 237]
64.04633712768555['note_off', 60, 100, 64.03268406104837, 'accompaniment', 236]
