108,6.782525542251369,0.06337407592218369,94
108,7.744674975475482,0.09607590858649928,98
108,8.760970655364053,0.07448468258371577,95
108,9.77672024788726,0.09789633259060793,92
48,10.89073617503263,1.056557227828307,49
60,11.88503353692167,1.152518702423549,37
64,12.9193732861032,1.218418211734388,53
60,13.90977849133296,1.053382073834655,60
65,14.94482907053416,1.119843293126907,57
60,15.96162956704311,1.105122428518373,49
64,16.98353087958922,1.136939167772653,45
60,17.9852626414805,1.064135349835851,43
62,19.00420139801381,1.19689726109209,37
59,20.14591373180256,0.9385882819333347,47
60,21.07868108172361,1.165993894421263,50
57,22.23696426015622,0.7717812574119307,50
53,23.05498594686023,1.1720554210915,41
55,24.2428635279367,0.7525455974100623,43
48,25.0279349279891,1.546571049446356,42
48,27.00891768511892,1.076119900477352,45
60,28.13859231889464,0.4330514503235463,53
64,28.72833645509773,1.038319815183058,49
60,29.74902804163967,0.5337482049217215,67
65,30.35214866249689,1.094650872502825,53
60,31.42222909233633,0.5805854562058812,38
64,32.03742917784357,1.07330264383927,36
60,33.11337390568324,0.5522214575612452,49
62,33.73479343319296,1.166042764438316,44
59,34.86988317297173,0.6775879608176183,46
60,35.62093269371062,1.144594778437749,39
57,36.72947381685763,0.8905955926456954,54
53,37.63141287613062,1.272139953682199,40
55,38.89614302716027,1.137343681795755,51
48,40.02353642694752,1.632451495373971,36
64,42.17421333861521,0.8118844806740526,41
55,43.0711934199072,1.235718030380667,43
62,44.27123176962878,0.8349217493378092,46
55,45.15048557028158,1.079207873815903,49
60,46.21529683609069,0.6286605295172194,67
55,46.92469963354333,0.9975459178967867,53
59,47.9394888800899,0.5628059855516767,61
55,48.49782608365158,0.9916680179012474,67
64,49.503091105552,0.6404853841668228,69
55,50.15447057770607,1.193747351746424,52
62,51.34804517543044,0.4789945589727722,60
55,51.85292328504247,1.40681321953889,57
60,53.27902945125343,0.8030587160465075,43
60,54.38716485175346,1.394297363556689,36
62,55.7573843600122,0.2249152704898734,37
60,56.01790221579822,1.69247245931183,28
55,56.08849974173163,3.837075303003076,29
59,57.64536234918442,2.265580658917315,40
48,59.81855459149038,1.42181645022356,39
60,61.16103771510925,1.337334519615979,31
64,62.45813945143991,1.463151862859377,45
60,63.89155651563588,1.043803661203121,55
65,64.93517249683018,1.009340649892692,53
60,65.88937426741276,1.232575186382746,53
64,67.10335241115635,1.528278846773901,43
60,68.57429964799766,1.244893315029913,39
62,69.80348943236558,1.052000853829668,35
59,70.8551784382008,1.282396491675172,44
60,72.14197498987878,1.594679410758545,43
57,73.75954212926544,1.03086888854159,42
53,74.82544957911986,1.252459593015374,23
55,76.10183563077689,1.326510646962561,30
48,77.42174887708197,3.330205779406242,28
